Genes	MR.Ctrl.3dpi	MR.Ctrl.8dpi	MR.Ptr.3dpi	MR.Ptr.8dpi	Sus.Crtl.3dpi	Sus.Crtl.8dpi	Sus.Ptr.3dpi	Sus.Ptr.8dpi
TraesCS6B02G152600	-0.5975486005146022	-0.9950617025182809	0.696273952977887	0.38213234564552306	-0.6316246336887251	-0.9950617025182809	2.152379118395412	-0.011488777778932863
TraesCS6B02G152900	-0.18097880915845363	-0.07354825354378242	0.8846281807924123	0.7098223428161181	-1.8386338284562216	-1.0531434858657576	1.4765023331694083	0.07535152024627634
TraesCS6B02G153100	-0.7639063087686274	-2.02820597727613	0.7412142966192118	0.7408993567490085	-0.7019162856456849	0.2721640287172373	1.119245516481273	0.620505373123713
TraesCS6B02G153300	-0.5635971930946319	-0.5635971930946319	-0.5635971930946319	-0.5635971930946319	-0.5635971930946319	-0.5635971930946319	2.1247252691838945	1.2568578893838962
TraesCS6B02G153700	-0.1569853363571048	-0.42512788411092595	1.0054313161834827	0.6694458992983858	-1.9515748985582309	0.3079912000727506	1.3432037470637592	-0.7923840435921168
TraesCS6B02G154300	-0.694478674803065	-1.5215842976626055	0.8225794845489671	0.4161901959195649	-1.0005851290135865	-0.3731746599779488	1.649063279145098	0.701989801843578
TraesCS6B02G154700	-1.0130197906347083	-1.1123871448938432	0.8963537906907292	0.9615551079947388	0.2614927650266746	-1.2303282544650964	1.5297590584846372	-0.29342553220313217
TraesCS6B02G155500	-0.9978478818191426	-0.9978478818191426	-0.9978478818191426	-0.9978478818191426	1.04390251942125	1.1264248219840611	0.9262751045418595	0.8947890813294002
TraesCS6B02G160500	-0.7319189275007664	-1.429542664947533	0.7613006086775124	0.6454645773035491	-1.2940105320725093	-0.09430672344751982	1.5431468008861402	0.5998668611011261
TraesCS6B02G160600	-0.4845801727962006	-1.5422449115908397	0.9788354115239394	0.47501807319841927	-1.338909943590394	0.17983845489844097	1.5285520790290155	0.2034910093276209
TraesCS6B02G163900	-0.3590289820573998	-1.520002342411165	1.294332204678984	-0.3620051399621043	-1.1959884673483223	0.27935721430262356	1.4365979534755786	0.42673755932179697
TraesCS6B02G164000	-0.9719727025786997	-1.0792220191962372	0.6703627909724664	0.6624082391910527	-1.4590043812633107	-0.03983132134688011	1.5635901473246112	0.6536692468970028
